date,latitude,longitude,state,district,pollutant,value,qa_value,satellite_source
2023-01-01,28.647,77.315,Delhi,East Delhi,HCHO,0.0001956,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.0001973,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.0001973,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,22.544,88.342,West Bengal,Kolkata,HCHO,0.0001922,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.000199,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,17.456,78.441,Telangana,Hyderabad,HCHO,0.000199,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,25.611,85.093,Bihar,Patna,HCHO,0.0002143,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,18.531,73.849,Maharashtra,Pune,HCHO,0.0001973,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.0002143,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.0002211,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.000199,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-01,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00021260000000000002,0.7250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,28.647,77.315,Delhi,East Delhi,HCHO,0.00019900000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,22.544,88.342,West Bengal,Kolkata,HCHO,0.00019560000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,17.456,78.441,Telangana,Hyderabad,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,25.611,85.093,Bihar,Patna,HCHO,0.00021770000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,18.531,73.849,Maharashtra,Pune,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.00021770000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00022450000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-02,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00021600000000000005,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,28.647,77.315,Delhi,East Delhi,HCHO,0.00020240000000000001,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.0002041,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.0002041,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,22.544,88.342,West Bengal,Kolkata,HCHO,0.000199,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00020580000000000002,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,17.456,78.441,Telangana,Hyderabad,HCHO,0.00020580000000000002,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,25.611,85.093,Bihar,Patna,HCHO,0.0002211,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,18.531,73.849,Maharashtra,Pune,HCHO,0.0002041,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.0002211,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.0002279,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00020580000000000002,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-03,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00021940000000000002,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,28.647,77.315,Delhi,East Delhi,HCHO,0.0002058,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.00020749999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.00020749999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,22.544,88.342,West Bengal,Kolkata,HCHO,0.0002024,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.0002092,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,17.456,78.441,Telangana,Hyderabad,HCHO,0.0002092,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,25.611,85.093,Bihar,Patna,HCHO,0.00022449999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,18.531,73.849,Maharashtra,Pune,HCHO,0.00020749999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.00022449999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00023129999999999998,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.0002092,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-04,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.0002228,0.8,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,28.647,77.315,Delhi,East Delhi,HCHO,0.00020920000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.0002109,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.0002109,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,22.544,88.342,West Bengal,Kolkata,HCHO,0.00020580000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00021260000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,17.456,78.441,Telangana,Hyderabad,HCHO,0.00021260000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,25.611,85.093,Bihar,Patna,HCHO,0.0002279,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,18.531,73.849,Maharashtra,Pune,HCHO,0.0002109,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.0002279,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.0002347,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00021260000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-05,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00022620000000000002,0.8250000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,28.647,77.315,Delhi,East Delhi,HCHO,0.00021260000000000004,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.00021430000000000003,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.00021430000000000003,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,22.544,88.342,West Bengal,Kolkata,HCHO,0.00020920000000000004,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00021600000000000005,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,17.456,78.441,Telangana,Hyderabad,HCHO,0.00021600000000000005,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,25.611,85.093,Bihar,Patna,HCHO,0.00023130000000000004,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,18.531,73.849,Maharashtra,Pune,HCHO,0.00021430000000000003,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.00023130000000000004,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00023810000000000004,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00021600000000000005,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-06,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00022960000000000005,0.8500000000000001,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,28.647,77.315,Delhi,East Delhi,HCHO,0.00021600000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.0002177,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.0002177,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,22.544,88.342,West Bengal,Kolkata,HCHO,0.00021260000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00021940000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,17.456,78.441,Telangana,Hyderabad,HCHO,0.00021940000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,25.611,85.093,Bihar,Patna,HCHO,0.0002347,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,18.531,73.849,Maharashtra,Pune,HCHO,0.0002177,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.0002347,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00024150000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00021940000000000002,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-07,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00023300000000000003,0.875,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,28.647,77.315,Delhi,East Delhi,HCHO,0.00021940000000000005,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,19.055,72.842,Maharashtra,Mumbai Suburban,HCHO,0.00022110000000000003,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,13.035,77.598,Karnataka,Bengaluru Urban,HCHO,0.00022110000000000003,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,22.544,88.342,West Bengal,Kolkata,HCHO,0.00021600000000000005,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00022280000000000005,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,17.456,78.441,Telangana,Hyderabad,HCHO,0.00022280000000000005,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,25.611,85.093,Bihar,Patna,HCHO,0.00023810000000000004,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,18.531,73.849,Maharashtra,Pune,HCHO,0.00022110000000000003,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.00023810000000000004,0.4,Sentinel-5P TROPOMI L3 HCHO
2023-01-08,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00024490000000000004,0.4,Sentinel-5P TROPOMI L3 HCHO
