date,latitude,longitude,state,district,pollutant,value,qa_value,satellite_source
2023-02-01,28.647,77.315,Delhi,Delhi,HCHO,0.00019900000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,19.055,72.842,Maharashtra,Mumbai,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,13.035,77.598,Karnataka,Bengaluru,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,22.544,88.342,West Bengal,Kolkata,HCHO,0.00019560000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,13.165,80.263,Tamil Nadu,Chennai,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,17.456,78.441,Telangana,Hyderabad,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,25.611,85.093,Bihar,Patna,HCHO,0.00021770000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,18.531,73.849,Maharashtra,Pune,HCHO,0.00020070000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,30.733,76.789,Chandigarh,Chandigarh,HCHO,0.00021770000000000003,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,26.847,80.947,Uttar Pradesh,Lucknow,HCHO,0.00022450000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,22.719,75.857,Madhya Pradesh,Indore,HCHO,0.00020240000000000004,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-01,23.259,77.413,Madhya Pradesh,Bhopal,HCHO,0.00021600000000000005,0.75,Sentinel-5P TROPOMI L3 HCHO
2023-02-02,28.647,77.315,Delhi,Delhi,HCHO,0.00020240000000000001,0.775,Sentinel-5P TROPOMI L3 HCHO
2023-02-02,19.055,72.842,Maharashtra,Mumbai,HCHO,0.0002041,0.775,Sentinel-5P TROPOMI L3 HCHO
