date,latitude,longitude,station_id,AOD,source
2023-08-16,28.647,77.315,STN_001,0.41000000000000003,MODIS_MAIAC
2023-08-16,19.055,72.842,STN_002,0.41000000000000003,MODIS_MAIAC
2023-08-16,13.035,77.598,STN_003,0.41000000000000003,MODIS_MAIAC
2023-08-16,22.544,88.342,STN_004,0.41000000000000003,MODIS_MAIAC
2023-08-16,13.165,80.263,STN_005,0.41000000000000003,MODIS_MAIAC
2023-08-16,17.456,78.441,STN_006,0.41000000000000003,MODIS_MAIAC
2023-08-16,25.611,85.093,STN_007,0.41000000000000003,MODIS_MAIAC
2023-08-16,18.531,73.849,STN_008,0.41000000000000003,MODIS_MAIAC
2023-08-16,30.733,76.789,STN_009,0.41000000000000003,MODIS_MAIAC
2023-08-16,26.847,80.947,STN_010,0.41000000000000003,MODIS_MAIAC
2023-08-16,22.719,75.857,STN_011,0.41000000000000003,MODIS_MAIAC
2023-08-16,23.259,77.413,STN_012,0.41000000000000003,MODIS_MAIAC
