date,latitude,longitude,station_id,AOD,source
2023-11-10,28.647,77.315,STN_001,0.29,MODIS_MAIAC
2023-11-10,19.055,72.842,STN_002,0.29,MODIS_MAIAC
2023-11-10,13.035,77.598,STN_003,0.29,MODIS_MAIAC
2023-11-10,22.544,88.342,STN_004,0.29,MODIS_MAIAC
2023-11-10,13.165,80.263,STN_005,0.29,MODIS_MAIAC
2023-11-10,17.456,78.441,STN_006,0.29,MODIS_MAIAC
2023-11-10,25.611,85.093,STN_007,0.29,MODIS_MAIAC
2023-11-10,18.531,73.849,STN_008,0.29,MODIS_MAIAC
2023-11-10,30.733,76.789,STN_009,0.29,MODIS_MAIAC
2023-11-10,26.847,80.947,STN_010,0.29,MODIS_MAIAC
2023-11-10,22.719,75.857,STN_011,0.29,MODIS_MAIAC
2023-11-10,23.259,77.413,STN_012,0.29,MODIS_MAIAC
