date,latitude,longitude,station_id,AOD,source
2023-01-03,28.647,77.315,STN_001,0.85,MODIS_MAIAC
2023-01-03,19.055,72.842,STN_002,0.9,MODIS_MAIAC
2023-01-03,13.035,77.598,STN_003,0.95,MODIS_MAIAC
2023-01-03,22.544,88.342,STN_004,1.0,MODIS_MAIAC
2023-01-03,13.165,80.263,STN_005,1.05,MODIS_MAIAC
2023-01-03,17.456,78.441,STN_006,0.6,MODIS_MAIAC
2023-01-03,25.611,85.093,STN_007,0.65,MODIS_MAIAC
2023-01-03,18.531,73.849,STN_008,0.7,MODIS_MAIAC
2023-01-03,30.733,76.789,STN_009,0.75,MODIS_MAIAC
2023-01-03,26.847,80.947,STN_010,0.85,MODIS_MAIAC
2023-01-03,22.719,75.857,STN_011,0.9,MODIS_MAIAC
2023-01-03,23.259,77.413,STN_012,0.95,MODIS_MAIAC
